x	y	u	fx	fy
0.0064	0.485	0.695984919643007	-0.9918267862282374	3.847993163752377e-05
0.010000000000000002	0.49	0.8442811478720149	-0.9931227282108388	-0.00011040534946643593
0.0082	0.485	0.7826110713556841	-1.0040687270442459	4.98329573483701e-05
0.0082	0.49	0.7825529927700644	-1.0038368128149837	-8.125096222228316e-05
0.010000000000000002	0.495	0.844374098831698	-0.9944520491143833	0.0003420340018655076
0.0144	0.5	0.9308490962709913	-0.9938460088570521	0.0006005040558240114
0.0122	0.495	0.8967281126075782	-1.001575384416971	-0.00026008845148641776
0.0122	0.5	0.896932371703814	-1.0035844203614845	-4.201607861366218e-05
0.0	0.43	0.0	-0.9983349523781254	0.00012412783124158628
0.0004	0.44	0.07178406824105696	-0.9964712482510344	0.00019893002143439706
0.0002	0.435	0.036508791938016795	-0.9998846106116626	-3.946953461636802e-05
0.0002	0.44	0.03655933743177749	-1.0019642224132062	0.0001228509069566305
0.0	0.435	0.0	-0.9981309594133236	-5.7576737835396444e-05
0.0004	0.445	0.0716833932715751	-0.9963667697961534	-0.00011180372281127603
0.0016	0.45	0.2576016124083187	-0.9941491687995827	8.404460560960796e-05
0.001	0.445	0.169718729456129	-1.0016478533629458	-5.6078159085518936e-05
0.001	0.45	0.16987487998111375	-1.0025925596306022	0.0001331818847401077
0.0016	0.455	0.25738351411909144	-0.9940113903484995	-4.862663194769107e-05
0.0036	0.46	0.4882632958368918	-0.9922864589131022	-7.928789693533628e-05
0.0026	0.455	0.3834887463698554	-1.003583479290608	5.9641597501059765e-05
0.0026	0.46	0.38365553128637	-1.003456150896083	-5.789176291822426e-05
0.0036	0.46499999999999997	0.48811798714587323	-0.9921059844606697	4.529042664607577e-05
0.0064	0.47	0.6959513757063928	-0.9920015406321953	-0.00011248978517431428
0.005	0.46499999999999997	0.6055856298464452	-1.0044685212528939	0.00011407124929110233
0.005	0.47	0.6056319462890126	-1.0040140307552226	-0.00016537864028557745
0.0064	0.475	0.6959797422645101	-0.9918707763468285	6.175846409517525e-05
0.010000000000000002	0.48	0.844268679479066	-0.9932968462063783	-4.9790982237836005e-05
0.0082	0.475	0.7826071211868093	-1.0040664218231488	6.323751967366855e-05
0.0082	0.48	0.7825400532271529	-1.003755925222727	-0.00010487907733945561
0.010000000000000002	0.485	0.8444055122090044	-0.9932652178877539	5.502060034663667e-06
0.0144	0.49	0.9312256977249822	-0.9951766925630727	-3.3705262571331976e-05
0.0122	0.485	0.8967623693827494	-1.0029115072958583	-1.373316101969338e-05
0.0122	0.49	0.896665512271973	-1.0028939370892278	4.151728893464479e-05
0.0144	0.495	0.9313158634296832	-0.996132569383569	0.00025876091940344955
0.019600000000000003	0.5	0.9735456954379375	-0.9961377711539172	0.00039578435424031654
0.017	0.495	0.9577139457397243	-1.0008657140939687	-0.00021259167852819618
0.017	0.5	0.9578204451895339	-1.0024099932964319	0.00010139415004850231
0.0	0.42	0.0	-0.9983349717093126	0.00012413517824799364
0.0004	0.43	0.0717840741310669	-0.9964713044396576	0.0001989445586245627
0.0002	0.425	0.036508793850065856	-0.9998846589812422	-3.946866812745969e-05
0.0002	0.43	0.036559340434863516	-1.0019642928439023	0.0001228595101112323
0.0	0.425	0.0	-0.9981310166883826	-5.7580535156930585e-05
0.0004	0.435	0.07168340284130474	-0.9963669173742846	-0.00011181675593337619
0.0016	0.44	0.2576016652853778	-0.9941493332096701	8.405530828828308e-05
0.001	0.435	0.16971875203413336	-1.00164797524626	-5.608543183171217e-05
0.001	0.44	0.1698749149038788	-1.0025927334748592	0.00013319128939655854
0.0016	0.445	0.2573835952957938	-0.9940117359586161	-4.867349498077915e-05
0.0036	0.45	0.4882635189266808	-0.9922869937582525	-7.934130844517608e-05
0.0026	0.445	0.38348886676299865	-1.0035837594165038	5.960641901897996e-05
0.0026	0.45	0.3836557067831796	-1.0034565697842182	-5.793273189590182e-05
0.0036	0.455	0.4881182855588637	-0.992106617939884	4.5261489298627785e-05
0.0064	0.46	0.6959518963554606	-0.9920038012998853	-0.0001126703349547706
0.005	0.455	0.6055860042050683	-1.0044690264820466	0.00011409341401410138
0.005	0.46	0.6056323757431943	-1.004015209520264	-0.00016566487314674557
0.0064	0.46499999999999997	0.6959800850384029	-0.9918720488704323	6.289972885610986e-05
0.010000000000000002	0.47	0.8442689773176939	-0.993312394109497	-4.9047173192217695e-05
0.0082	0.46499999999999997	0.7826076784415773	-1.0040670691455613	6.433394180217311e-05
0.0082	0.47	0.7825397794175706	-1.0037596849009565	-0.00010629421521763173
0.010000000000000002	0.475	0.8444031878606396	-0.9933061252601527	2.5436832393353865e-05
0.0144	0.48	0.9312239910437943	-0.9953705029391672	8.720421674095766e-06
0.0122	0.475	0.896762103711183	-1.002928932838922	-2.2260334891579214e-06
0.0122	0.48	0.8966633409716296	-1.002818252519354	-4.807898710572305e-06
0.0144	0.485	0.9313613723515695	-0.9954596154082298	-1.5855596614361823e-05
0.019600000000000003	0.49	0.9737947272007997	-0.9971739628349299	1.3003360315975127e-06
0.017	0.485	0.9577495615298652	-1.0017090891883398	-3.8321775016031374e-05
0.017	0.49	0.9576719754608366	-1.0017756330404062	8.852687454849982e-05
0.019600000000000003	0.495	0.9738475758704747	-0.9977739643096041	0.00016250260113395538
0.0256	0.5	0.991246920942209	-0.9979740355445179	0.00019841353181228747
0.022600000000000002	0.495	0.9850667225166955	-1.0003924883741677	-0.00013084821385530576
0.022600000000000002	0.5	0.9851137214851057	-1.001325293425439	0.0001017451458345941
0.0	0.41	0.0	-0.998334981543565	0.0001241360059213594
0.0004	0.42	0.0717840763935346	-0.9964713327098828	0.00019894517503537534
0.0002	0.415	0.03650879457732129	-0.9998846778503766	-3.946874344270334e-05
0.0002	0.42	0.03655934158854605	-1.0019643240952911	0.00012285987698418962
0.0	0.415	0.0	-0.9981310369902416	-5.758094769128219e-05
0.0004	0.425	0.07168340659411261	-0.9963669711998837	-0.00011181952262865338
0.0016	0.43	0.2576016865016286	-0.994149414737057	8.404706635204356e-05
0.001	0.425	0.16971876088508095	-1.0016480238046055	-5.6089492203305435e-05
0.001	0.43	0.1698749289241224	-1.0025928169757128	0.0001331862757443451
0.0016	0.435	0.25738362944629223	-0.9940118704175542	-4.8690857641051496e-05
0.0036	0.44	0.48826361837013116	-0.9922872357047455	-7.939403493508e-05
0.0026	0.435	0.38348891728562984	-1.0035838788111624	5.958339632431896e-05
0.0026	0.44	0.38365578541697687	-1.0034567919942627	-5.797265044617109e-05
0.0036	0.445	0.4881184380114036	-0.9921069138323387	4.5202916031915074e-05
0.0064	0.45	0.6959522114018332	-0.9920045848625343	-0.00011286048762494346
0.005	0.445	0.6055861913842333	-1.004469291536889	0.00011402424637218137
0.005	0.45	0.605632651310811	-1.004015827667852	-0.00016583383866547276
0.0064	0.455	0.695980520615434	-0.991872579469557	6.284366456244526e-05
0.010000000000000002	0.46	0.8442696993819707	-0.993315492959978	-4.950187278138054e-05
0.0082	0.455	0.7826081754547134	-1.0040675667889702	6.42489968566486e-05
0.0082	0.46	0.7825404075102453	-1.0037616894378711	-0.00010679712457108905
0.010000000000000002	0.46499999999999997	0.8444039734112743	-0.9933077999752319	2.610950895994393e-05
0.0144	0.47	0.9312256078699301	-0.9953881825672521	8.350813308418605e-06
0.0122	0.46499999999999997	0.896763150936014	-1.0029304005698225	-1.9687513616929087e-06
0.0122	0.47	0.896664342071619	-1.0028238914809142	-7.02556313496936e-06
0.0144	0.475	0.93136282267625	-0.9954874852592248	-5.1510737421829595e-06
0.019600000000000003	0.48	0.9737996987026722	-0.9973179646541528	2.6744331020614345e-05
0.017	0.475	0.9577525395827199	-1.0017309113613004	-3.131828801838177e-05
0.017	0.48	0.9576780514318158	-1.0017243662397397	4.481041204455334e-05
0.019600000000000003	0.485	0.9738896036153071	-0.9974488297048135	-1.6195087612665275e-05
0.0256	0.49	0.9913781146221341	-0.9985957565166467	8.261260357427767e-06
0.022600000000000002	0.485	0.9850931780633688	-1.000838765735516	-3.279010228133301e-05
0.022600000000000002	0.49	0.9850486237842117	-1.0009040042602084	7.471459567006943e-05
0.0256	0.495	0.9914004791107627	-0.9989243304440439	8.461751638268822e-05
0.0324	0.5	0.9974911364167872	-0.9990973070047432	7.930287384545279e-05
0.028999999999999998	0.495	0.9954478158283553	-1.000147715195489	-6.419300861562656e-05
0.028999999999999998	0.5	0.9954654050012867	-1.000607152936914	5.9820409595771586e-05
0.0	0.4	0.0	-0.9983349855161688	0.00012413608516119695
0.0004	0.41	0.07178407724582304	-0.9964713440100829	0.00019894489471643925
0.0002	0.405	0.036508794849999616	-0.9998846850188	-3.94688542697308e-05
0.0002	0.41	0.03655934202317145	-1.0019643363327	0.00012285972854766527
0.0	0.405	0.0	-0.9981310444049949	-5.758098366920666e-05
0.0004	0.415	0.07168340802147402	-0.9963669912110085	-0.00011182035768747022
0.0016	0.42	0.25760169465419114	-0.9941494466708247	8.404302024537917e-05
0.001	0.415	0.16971876425095822	-1.0016480424888408	-5.609130794859226e-05
0.001	0.42	0.16987493431284975	-1.002592850156876	0.0001331837572947415
0.0016	0.425	0.25738364282878706	-0.9940119223742452	-4.86978376793571e-05
0.0036	0.43	0.4882636582017688	-0.9922873255165036	-7.941526017705064e-05
0.0026	0.425	0.38348893706463	-1.0035839263127535	5.957288093069994e-05
0.0026	0.43	0.3836558169698452	-1.0034568807267943	-5.7988678783393216e-05
0.0036	0.435	0.4881185017835228	-0.9921070388137065	4.517226750140934e-05
0.0064	0.44	0.6959523490828895	-0.9920048403624866	-0.00011293623651897613
0.005	0.435	0.605586269211468	-1.0044694054558483	0.00011398563580869641
0.005	0.44	0.6056327732187017	-1.0040160634967707	-0.00016589918005102179
0.0064	0.445	0.6959807329397751	-0.9918728466203748	6.275560147464525e-05
0.010000000000000002	0.45	0.8442700715115264	-0.9933162784461624	-4.9707417594104767e-05
0.0082	0.445	0.7826084088448101	-1.0040678160372358	6.414631356440477e-05
0.0082	0.45	0.7825407580704867	-1.0037623480309041	-0.00010699048186603356
0.010000000000000002	0.455	0.8444045152717012	-0.993308340804006	2.5949070564111776e-05
0.0144	0.46	0.9312264871338898	-0.9953910796295273	7.877743930145535e-06
0.0122	0.455	0.896763727441376	-1.00293091595788	-2.1887300464151307e-06
0.0122	0.46	0.8966651610115316	-1.0028259434207507	-7.505234890777074e-06
0.0144	0.46499999999999997	0.9313640794313955	-0.9954893296956697	-5.2319964058901525e-06
0.019600000000000003	0.47	0.9738020602453343	-0.9973319881861148	2.6117452250772666e-05
0.017	0.46499999999999997	0.9577539470267359	-1.0017327906769227	-3.173227227563846e-05
0.017	0.47	0.9576801599206395	-1.0017290986547833	4.23697960104624e-05
0.019600000000000003	0.475	0.9738933092828268	-0.9974635856147968	-1.3162231901282686e-05
0.0256	0.48	0.9913840497369669	-0.9986791968177603	2.1092877743272075e-05
0.022600000000000002	0.475	0.9850971821363278	-1.000855780384248	-2.9543154516081453e-05
0.022600000000000002	0.48	0.9850568007304045	-1.0008758291102613	4.5482364207072733e-05
0.0256	0.485	0.9914284983734943	-0.99878831179507	-8.99711062245325e-06
0.0324	0.49	0.9975473441143745	-0.9994008866535924	5.602201731396938e-06
0.028999999999999998	0.485	0.9954626905001525	-1.0003485820491798	-1.893396091161444e-05
0.028999999999999998	0.49	0.9954424546925197	-1.0003880381131776	4.32903155924771e-05
0.0324	0.495	0.9975545273935666	-0.9995578467866763	3.664201235283072e-05
0.04000000000000001	0.5	0.9993757238479223	-0.9996537666991728	2.591817784210974e-05
0.0362	0.495	0.9988006694851211	-1.0000460590025337	-2.5841645190082074e-05
0.0362	0.5	0.9988062559873416	-1.0002350266173399	2.607146778819981e-05
0.0	0.39	0.0	-0.9983349870159968	0.00012413609452742596
0.0004	0.4	0.07178407756390942	-0.9964713482490832	0.00019894475626673782
0.0002	0.395	0.036508794951543584	-0.9998846877041022	-3.946890893013803e-05
0.0002	0.4	0.0365593421853844	-1.0019643409312997	0.00012285965836206114
0.0	0.395	0.0	-0.998131047145275	-5.75809874667737e-05
0.0004	0.405	0.07168340855664501	-0.9963669986772957	-0.0001118206620052896
0.0016	0.41	0.2576016977258451	-0.9941494584927093	8.404150591264129e-05
0.001	0.405	0.16971876551285447	-1.0016480495387838	-5.609203792057949e-05
0.001	0.41	0.16987493634340153	-1.00259286264608	0.00013318282690556426
0.0016	0.415	0.25738364791706797	-0.9940119421601824	-4.8700597136704915e-05
0.0036	0.42	0.488263673495923	-0.9922873577647331	-7.942297964007586e-05
0.0026	0.415	0.3834889445816741	-1.0035839445371157	5.956862440710892e-05
0.0026	0.42	0.3836558290945442	-1.0034569139397955	-5.799446955800115e-05
0.0036	0.425	0.4881185267182935	-0.9921070884692202	4.515918553875637e-05
0.0064	0.43	0.695952403843876	-0.9920049259592901	-0.00011296411944765215
0.005	0.425	0.6055862995693249	-1.0044694506346121	0.00011396910356095237
0.005	0.43	0.6056328219178023	-1.0040161490980795	-0.00016592310417958003
0.0064	0.435	0.6959808205726877	-0.9918729613712695	6.27118585771085e-05
0.010000000000000002	0.44	0.8442702279528226	-0.9933165057031381	-4.9786466367817195e-05
0.0082	0.435	0.7826085040785956	-1.0040679205330911	6.409703021440298e-05
0.0082	0.44	0.7825409085045965	-1.0037625659162828	-0.00010706473965206444
0.010000000000000002	0.445	0.8444047599329001	-0.9933085850461052	2.5835319467140085e-05
0.0144	0.45	0.931226869790221	-0.9953917278772844	7.687385665086592e-06
0.0122	0.445	0.8967639756604957	-1.002931140729688	-2.3119491009924436e-06
0.0122	0.45	0.8966655452340134	-1.002826523139683	-7.689709002570999e-06
0.0144	0.455	0.931364670345646	-0.995489869472965	-5.488118132146713e-06
0.019600000000000003	0.46	0.9738029555612593	-0.9973341489973904	2.568030564761785e-05
0.017	0.455	0.9577545310679242	-1.0017332804059667	-3.203023382836839e-05
0.017	0.46	0.9576810727483172	-1.0017307100721353	4.1901604343526934e-05
0.019600000000000003	0.46499999999999997	0.9738947639710972	-0.9974651012713515	-1.3756865283535424e-05
0.0256	0.47	0.9913862147193544	-0.9986879100651858	2.0554957172341933e-05
0.022600000000000002	0.46499999999999997	0.9850985758106097	-1.0008574478710723	-3.015438464178778e-05
0.022600000000000002	0.47	0.985059151201954	-1.0008787084607076	4.329706413368344e-05
0.0256	0.475	0.9914321736025162	-0.9987943786955317	-9.403580733572062e-06
0.0324	0.48	0.9975513077038546	-0.999440882043041	1.1130155274587586e-05
0.028999999999999998	0.475	0.9954658261478112	-1.0003586802221636	-1.7703168915393306e-05
0.028999999999999998	0.48	0.9954485105466176	-1.0003747745028606	2.8252559488201465e-05
0.0324	0.485	0.9975688320045291	-0.9995079189233792	-3.4465561245615695e-06
0.04000000000000001	0.49	0.9993956169901113	-0.9997780759967929	2.4517708098640285e-06
0.0362	0.485	0.998807234975354	-1.000123959389871	-8.412991341214744e-06
0.0362	0.49	0.998799685517873	-1.0001422533874307	1.9264560366889786e-05
0.04000000000000001	0.495	0.9993973710297894	-0.9998436135897097	1.3282329423553729e-05
0.0484	0.5	0.999864761878693	-0.9998842741022396	7.033584879070477e-06
0.0442	0.495	0.9997264077883782	-1.0000117415482173	-8.683985978189039e-06
0.0442	0.5	0.9997279183652318	-1.000077795998848	9.014823360081817e-06
0.0	0.38	0.0	-0.9983349875714436	0.00012413609753436766
0.0004	0.39	0.07178407768211409	-0.9964713498133216	0.0001989447066855969
0.0002	0.385	0.036508794989245016	-0.9998846887033792	-3.9468931014638534e-05
0.0002	0.39	0.03655934224566542	-1.0019643426375264	0.00012285963429806506
0.0	0.385	0.0	-0.9981310481615056	-5.758098879496442e-05
0.0004	0.395	0.07168340875593882	-0.9963670014583982	-0.00011182077760799218
0.0016	0.4	0.25760169887232587	-0.9941494628241183	8.404096179388858e-05
0.001	0.395	0.16971876598275823	-1.0016480521716729	-5.609231740946575e-05
0.001	0.4	0.1698749371013379	-1.0025928672760454	0.00013318249671997773
0.0016	0.405	0.2573836498245503	-0.9940119496044832	-4.870165849032781e-05
0.0036	0.41	0.48826367925624636	-0.9922873694009514	-7.942577336027918e-05
0.0026	0.405	0.3834889473990472	-1.0035839513978149	5.9566986539683745e-05
0.0026	0.41	0.38365583366280637	-1.0034569262000044	-5.7996554562083394e-05
0.0036	0.415	0.488118536189405	-0.9921071075265929	4.5154017503406e-05
0.0064	0.42	0.6959524248061689	-0.9920049558173245	-0.00011297438312012463
0.005	0.415	0.6055863110877928	-1.0044694678923947	0.00011396259933010367
0.005	0.42	0.6056328405950604	-1.0040161802172958	-0.00016593189323078775
0.0064	0.425	0.6959808546546545	-0.9918730069179195	6.269371639754616e-05
0.010000000000000002	0.43	0.8442702892807945	-0.9933165790799828	-4.981643686344692e-05
0.0082	0.425	0.7826085409447466	-1.004067961355582	6.407688944451892e-05
0.0082	0.43	0.782540967940861	-1.0037626415163627	-0.00010709310355847772
0.010000000000000002	0.435	0.8444048584972574	-0.9933086857109091	2.5784356726443123e-05
0.0144	0.44	0.9312270223645198	-0.9953919069250525	7.613522174807715e-06
0.0122	0.435	0.896764073994905	-1.0029312304242415	-2.364255545964646e-06
0.0122	0.44	0.8966657024164707	-1.0028267033480223	-7.763985153215895e-06
0.0144	0.445	0.9313649138159368	-0.9954900807329384	-5.611787643898716e-06
0.019600000000000003	0.45	0.9738032983260526	-0.997334610732202	2.551314899164009e-05
0.017	0.445	0.9577547611577536	-1.0017334661002912	-3.215354950870701e-05
0.017	0.45	0.9576814410398223	-1.0017311494213124	4.172938111182984e-05
0.019600000000000003	0.455	0.9738953198586244	-0.9974655524894571	-1.4044870173009223e-05
0.0256	0.46	0.9913869501950613	-0.9986892422964837	2.0209047675093896e-05
0.022600000000000002	0.455	0.9850990790609	-1.0008578400190054	-3.0435828659528138e-05
0.022600000000000002	0.46	0.9850599840439119	-1.0008797335003217	4.285313729383031e-05
0.0256	0.46499999999999997	0.9914334264999513	-0.9987953074141116	-1.0077734793934263e-05
0.0324	0.47	0.9975527306389376	-0.9994453284882269	1.0817134766491767e-05
0.028999999999999998	0.46499999999999997	0.9954668671540241	-1.0003597952913315	-1.817129239219719e-05
0.028999999999999998	0.47	0.9954503088675626	-1.0003761047711428	2.6741662197150972e-05
0.0324	0.475	0.9975712416319835	-0.9995097819481642	-4.4124963207165305e-06
0.04000000000000001	0.48	0.9993975055435166	-0.9997944416096994	4.5217244082869255e-06
0.0362	0.475	0.9988089810676947	-1.0001288325115794	-7.991316427380034e-06
0.0362	0.48	0.9988028580015839	-1.000136766175617	1.3099797365680994e-05
0.04000000000000001	0.485	0.999403164423034	-0.9998273404230665	-9.504390757112575e-07
0.0484	0.49	0.9998706500075006	-0.9999278504041827	8.109306165212915e-07
0.0442	0.485	0.9997287405896118	-1.0000380870773502	-3.023959539909609e-06
0.0442	0.49	0.9997263858089762	-1.0000450518674906	6.886313423553797e-06
0.0484	0.495	0.9998709585650275	-0.9999518665923984	4.062953774206382e-06
0.0576	0.5	0.9999743989893012	-0.9999658794960894	1.601752807091529e-06
0.053	0.495	0.9999458226903878	-1.0000023525906352	-2.465166806849913e-06
0.053	0.5	0.9999461725829321	-1.0000222725723868	2.547523510334121e-06
0.0	0.37	0.0	-0.9983349877765425	0.0001241360989621589
0.0004	0.38	0.07178407772596831	-0.9964713503896321	0.00019894468958301276
0.0002	0.375	0.03650879500323009	-0.9998846890743238	-3.9468939396404966e-05
0.0002	0.38	0.03655934226802995	-1.001964343268892	0.00012285962622588317
0.0	0.375	0.0	-0.998131048538657	-5.758098946174312e-05
0.0004	0.385	0.0716834088299328	-0.9963670024921119	-0.00011182082133763425
0.0016	0.39	0.2576016992983887	-0.9941494644140929	8.404076537252143e-05
0.001	0.385	0.16971876615722178	-1.0016480531502987	-5.6092422202331755e-05
0.001	0.39	0.16987493738301457	-1.0025928689874157	0.0001331823783078604
0.0016	0.395	0.25738365053482853	-0.9940119523838228	-4.8702059126743746e-05
0.0036	0.4	0.4882636814058842	-0.9922873736429759	-7.942679337097868e-05
0.0026	0.395	0.3834889484480291	-1.0035839539567146	5.9566370174026826e-05
0.0026	0.4	0.3836558353678934	-1.0034569307215682	-5.7997313947124374e-05
0.0036	0.405	0.48811853973818337	-0.9921071147067942	4.515204580153396e-05
0.0064	0.41	0.6959524326898162	-0.992004966543995	-0.00011297817918915226
0.005	0.405	0.6055863154014391	-1.0044694743699483	0.00011396012628269982
0.005	0.41	0.6056328476256911	-1.0040161916213717	-0.00016593514189843444
0.0064	0.415	0.6959808675686386	-0.9918730243341155	6.268665393001641e-05
0.010000000000000002	0.42	0.8442703126062104	-0.9933166045334364	-4.9827734517487525e-05
0.0082	0.415	0.7826085548836512	-1.0040679768192484	6.406910506872739e-05
0.0082	0.42	0.7825409906262514	-1.0037626686762255	-0.00010710384152842439
0.010000000000000002	0.425	0.8444048964493367	-0.9933087248368322	2.5763942924517577e-05
0.0144	0.43	0.9312270808939078	-0.9953919641941172	7.585197268653891e-06
0.0122	0.425	0.8967641115850442	-1.0029312646705826	-2.384775277851842e-06
0.0122	0.43	0.896665763371677	-1.0028267646699864	-7.793097149912497e-06
0.0144	0.435	0.9313650086466363	-0.995490162505803	-5.66228809187383e-06
0.019600000000000003	0.44	0.9738034278846742	-0.9973347370391358	2.5450113145416232e-05
0.017	0.435	0.9577548490857358	-1.0017335363614281	-3.2201230722441714e-05
0.017	0.44	0.9576815836273297	-1.0017312836067758	4.166120629138462e-05
