x	u	e	f	v
1.	1.0	1.0	-0.9999982264470538	-1.0
0.81	0.9999979836233833	1.0	-0.999996483467608	-1.0
0.905	1.0000037807061561	1.0	-1.000004322576103	-1.0
0.64	0.9999935684998681	1.0	-0.99998958670987	-1.0
0.725	1.0000051581990945	1.0	-1.0000061680837509	-1.0
0.49	0.9999828884591929	1.0	-0.9999684449592393	-1.0
0.565	1.0000082535557964	1.0	-1.0000114467204297	-1.0
0.36	0.9999535027938788	0.9999999999999998	-0.999892731064633	-1.0
0.425	1.0000159473326715	1.0	-1.000028174781063	-1.0
0.25	0.9998573836658884	0.9999999999861121	-0.9995766368408587	-1.0
0.305	1.0000376070308703	0.9999999999999433	-1.0000912194783353	-1.0
0.16	0.9994561031105711	0.9999998874648253	-0.998115804147598	-1.0
0.205	1.0001081840129615	0.9999999987498471	-1.0003665481469226	-1.0
0.09	0.9970413797689244	0.9998765901959134	-0.9912047283683483	-1.0
0.125	1.0003616243636884	0.999996273346828	-1.0016899437558549	-1.0
0.04	0.9716621446475331	0.9816843611112658	-0.9643943346125056	-1.0
0.065	1.0002137841590981	0.9984965608070224	-1.0081966506188964	-1.0
0.01	0.6315803940208964	0.6321205588285578	-0.9350910597582566	-1.0
0.025	0.9291519258192033	0.9179150013761013	-1.0338222982841774	-1.0
0.	-0.0	-0.0	-0.9432774139403148	-1.0
0.005	0.39473774626306024	0.3934693402873667	-1.028364728829471	-1.0
