x	u	e	f	v
1.	1.0	1.0	-1.0000226066142832	-1.0
0.9	0.999966129250779	0.9999219865838722	-1.000022528269876	-1.0
0.8	0.9998645170031163	0.999709924132436	-1.000022763303096	-1.0
0.7	0.9995596802601276	0.9991334786241984	-1.0000896430130664	-1.0
0.6	0.9986451700311613	0.9975665372740593	-1.000025113635294	-1.0
0.5	0.9959016393442623	0.9933071490757152	-1.000826024922389	-1.0
0.4	0.9876710472835659	0.9817289315358033	-0.9995159296097125	-1.0
0.3	0.9629792711014767	0.9502560731911153	-1.009442460947122	-1.0
0.2	0.8889039425552094	0.8647039742630842	-0.9875076150315523	-1.0
0.1	0.6666779569164071	0.6321492583604866	-1.1147040197206002	-1.0
0.	-0.0	-0.0	-0.7760039039725144	-1.0
