x	u	e	f	v
1.	1.0	1.0	-0.9906481148774557	-1.0
0.9	1.0441189142610945	1.0	-1.0495870102278548	-1.0
0.8	0.977940542869453	1.0	-0.9720378812641198	-1.0
0.7	1.0772080999569154	1.0	-1.0854238947027426	-1.0
0.6	0.9283067643257219	1.0	-0.9162363805108659	-1.0
0.5	1.1516587677725123	1.0	-1.1693893079414297	-1.0
0.4	0.8166307626023267	1.0	-0.7912817862585315	-1.0
0.3	1.3191727703576048	0.9999999999999064	-1.3525839347883415	-1.0
0.2	0.5653597587246876	0.9999999979388464	-0.5324453785088297	-1.0
0.1	1.6960792761740633	0.9999546000702375	-1.6812536808618217	-1.0
0.	-0.0	-0.0	-0.26182468908223044	-1.0
