x	u	e	f	v
0.105	0.9999721138453669	0.9999724635506503	-1.0000016621365335	-1.0
0.09	0.9998749453192541	0.9998765901959134	-0.9999832513644776	-1.0
0.095	0.9999243090089904	0.9999251481701124	-1.0000045106317266	-1.0
0.08	0.999660565866686	0.9996645373720975	-0.9999545745150465	-1.0
0.085	0.999794553024541	0.9997965316309894	-1.0000122380035534	-1.0
0.07	0.9990786787811459	0.9990881180344455	-0.9998769068158136	-1.0
0.075	0.9994423582096083	0.9994469156298522	-1.0000331874811548	-1.0
0.06	0.9974992709775388	0.9975212478233336	-0.9996670821950234	-1.0
0.065	0.998486400854793	0.9984965608070224	-1.0000899057027823	-1.0
0.05	0.9932123069391778	0.9932620530009145	-0.9991033149949906	-1.0
0.055	0.9958916594631533	0.995913228561536	-1.000243012101942	-1.0
0.04	0.9815762616921996	0.9816843611112658	-0.9976066426561493	-1.0
0.045	0.9888487899715609	0.9888910034617577	-1.0006536729028135	-1.0
0.03	0.9499927103075442	0.950212931632136	-0.9937398070475202	-1.0
0.035	0.9697324299229538	0.9698026165776815	-1.0017396844407824	-1.0
0.02	0.8642659279777659	0.8646647167633873	-0.9843839219150461	-1.0
0.025	0.9178451669338771	0.9179150013761012	-1.0045205085114428	-1.0
0.01	0.6315789473683672	0.6321205588285577	-0.9656326849329618	-1.0
0.015	0.7770083102492413	0.7768698398515702	-1.0110955695732555	-1.0
0.	-0.0	-0.0	-0.9534565090126881	-1.0
0.005	0.39473684210522947	0.3934693402873666	-1.023271745493528	-1.0
