x	u	e	f	v
1.	1.0	1.0	-1.0000473853625382	-1.0
0.9801	0.9999901331859047	0.9999900033003637	-1.0000441084019633	-1.0
0.9604	0.9999782202282531	0.9999779405656126	-1.0000450286393052	-1.0
0.9409	0.9999638672894275	0.9999634153795605	-1.0000448251232905	-1.0
0.9216	0.9999466112985106	0.999945961840684	-1.0000449318684324	-1.0
0.9025	0.9999259091210742	0.9999250337211314	-1.0000449638091629	-1.0
0.8836	0.9999011252928277	0.9998999921916173	-1.0000450259555058	-1.0
0.8649	0.9998715181737378	0.9998700919693486	-1.0000450914765533	-1.0
0.8464	0.9998362243732689	0.9998344657402078	-1.0000451692244088	-1.0
0.8281	0.999794241292793	0.9997921067018604	-1.0000452586227082	-1.0
0.81	0.9997444076283857	0.9997418490716495	-1.0000453618312197	-1.0
0.7921	0.9996853816765502	0.9996823464025023	-1.0000454804808714	-1.0
0.7744	0.999615617287377	0.9996120475520337	-1.0000456165644518	-1.0
0.7569	0.9995333373147276	0.9995291701551273	-1.0000457722063982	-1.0
0.7396	0.9994365044217454	0.9994316714589639	-1.0000459497327532	-1.0
0.7225	0.9993227891129187	0.9993172163923453	-1.0000461516579155	-1.0
0.7056	0.9991895348815583	0.9991831427587566	-1.0000463806909154	-1.0
0.6889	0.9990337203845296	0.9990264234654931	-1.000046639732882	-1.0
0.6724	0.9988519185849082	0.9988436257299008	-1.0000469318726761	-1.0
0.6561	0.9986402528384595	0.9986308672388879	-1.0000472603780732	-1.0
0.64	0.9983943499419781	0.9983837692798273	-1.0000476286824413	-1.0
0.6241	0.9981092902109784	0.9980974069102447	-1.0000480403661298	-1.0
0.6084	0.9977795547113696	0.9977662562906141	-1.0000484991319811	-1.0
0.5929	0.9973989698348339	0.9973841393694243	-1.000049008774275	-1.0
0.5776	0.9969606494807568	0.9969441661825496	-1.0000495731405463	-1.0
0.5625	0.9964569351887297	0.996438675109847	-1.0000501960855916	-1.0
0.5476	0.995879334654634	0.9958591715205897	-1.0000508814172053	-1.0
0.5329	0.9952184591597085	0.9951962653354424	-1.0000516328331015	-1.0
0.5184	0.99446396054518	0.9944396081355367	-1.0000524538486462	-1.0
0.5041	0.9936044684740701	0.9935778305579542	-1.0000533477151667	-1.0
0.49	0.992627528835559	0.9925984808303877	-1.0000543173286403	-1.0
0.4761	0.9915195442643063	0.9914879654145122	-1.0000553651288486	-1.0
0.4624	0.9902657178656625	0.9902314928459043	-1.0000564929891964	-1.0
0.4489	0.9888500013557048	0.9888130219761548	-1.0000577020976305	-1.0
0.4356	0.9872550489401238	0.9872152159377897	-1.0000589928293466	-1.0
0.4225	0.9854621783655376	0.9854194032621004	-1.0000603646122226	-1.0
0.4096	0.9834513406778774	0.9834055476810691	-1.0000618157862091	-1.0
0.3969	0.9812011003119158	0.9811522282340985	-1.0000633434581934	-1.0
0.3844	0.9786886272103933	0.9786366313748431	-1.000064943354156	-1.0
0.3721	0.9758897027270247	0.9758345568295484	-1.0000666096707829	-1.0
0.36	0.9727787411012631	0.9727204389923163	-1.0000683349289827	-1.0
0.3481	0.9693288283004375	0.9692673856509391	-1.0000701098320453	-1.0
0.3364	0.9655117800031155	0.9654472358158034	-1.000071923131535	-1.0
0.3249	0.9612982204428239	0.961230638370346	-1.0000737615041841	-1.0
0.3136	0.9566576837403888	0.9565871531714635	-1.0000756094433232	-1.0
0.3025	0.9515587392232298	0.951485376099235	-1.0000774491685833	-1.0
0.2916	0.9459691420585954	0.9458930893848967	-1.0000792605576698	-1.0
0.2809	0.9398560103131359	0.9397774383323939	-1.0000810211041442	-1.0
0.2704	0.9331860292922163	0.933105135290853	-1.000082705905064	-1.0
0.2601	0.9259256837087102	0.9258426914326294	-1.0000842876822695	-1.0
0.25	0.9180415178831942	0.9179566765447413	-1.000085736840924	-1.0
0.2401	0.909500423787114	0.9094140066520431	-1.0000870215685997	-1.0
0.2304	0.9002699563102211	0.9001822588610225	-1.0000881079778674	-1.0
0.2209	0.8903186746671804	0.8902300123473939	-1.0000889602947667	-1.0
0.2116	0.8796165083606544	0.8795272139135865	-1.0000895410950774	-1.0
0.2025	0.868135145595485	0.8680455660198977	-1.0000898115894745	-1.0
0.1936	0.8558484414981236	0.8557589346527387	-1.0000897319579414	-1.0
0.1849	0.8427328429455428	0.8426437738434102	-1.0000892617329615	-1.0
0.1764	0.8287678262579582	0.828679563100603	-1.0000883602299562	-1.0
0.1681	0.8139363434700851	0.8138492534796411	-1.0000869870225093	-1.0
0.16	0.7982252723774711	0.7981397174924595	-1.0000851024588364	-1.0
0.1521	0.781625865069326	0.7815421975761132	-1.0000826682148263	-1.0
0.1444	0.7641341892192908	0.7640527473963081	-1.0000796478779521	-1.0
0.1369	0.7457515560228715	0.7456726598781896	-1.000076007555231	-1.0
0.1296	0.7264849283568784	0.7264088755415203	-1.0000717164974144	-1.0
0.1225	0.7063473025037222	0.7062743644830077	-1.0000667477306375	-1.0
0.1156	0.6853580566427135	0.6852884752058594	-1.000061078685908	-1.0
0.1089	0.6635432592714229	0.6634772434555148	-1.0000546918160838	-1.0
0.1024	0.6409359307911902	0.6408736542894868	-1.0000475751894302	-1.0
0.0961	0.6175762516788765	0.6175178507952728	-1.0000397230485047	-1.0
0.09	0.5935117109769038	0.5934572831783741	-1.0000311363228394	-1.0
0.0841	0.5687971892683104	0.5687467923754479	-1.0000218230840152	-1.0
0.0784	0.543494970863383	0.5434486229059948	-1.0000117989319566	-1.0
0.0729	0.5176746806072928	0.5176323603576771	-1.0000010873017868	-1.0
0.0676	0.49141314151925913	0.4913747897006258	-0.9999897196813246	-1.0
0.0625	0.46479415038559235	0.46475967153745396	-0.9999777357303665	-1.0
0.0576	0.4379081694412562	0.43787743440794424	-0.9999651832940829	-1.0
0.0529	0.41085193337447884	0.4108247823676205	-0.9999521183043508	-1.0
0.0484	0.383727972060976	0.38370421823226764	-0.9999386045645634	-1.0
0.0441	0.35664405066084104	0.35662348410817396	-0.9999247134152056	-1.0
0.04	0.32971252997231343	0.32969492209066675	-0.9999105232796385	-1.0
0.0361	0.3030496512110279	0.30303475928991463	-0.9998961190915059	-1.0
0.0324	0.2767747506482098	0.2767623226101649	-0.999881591607466	-1.0
0.0289	0.25100941077301386	0.2509991899429245	-0.9998670366110606	-1.0
0.0256	0.22587655581885904	0.22586828561205397	-0.9998525540159487	-1.0
0.0225	0.2014995005873818	0.20149292900544744	-0.9998382468781261	-1.0
0.0196	0.1780009624934263	0.17799584632073445	-0.9998242203313275	-1.0
0.0169	0.15550204761845615	0.15549815621933621	-0.9998105804518083	-1.0
0.0144	0.13412122227782583	0.13411834090405192	-0.9997974330982032	-1.0
0.0121	0.11397328216169317	0.11397121469226641	-0.9997848826268616	-1.0
0.01	0.09516833148494239	0.09516690253473127	-0.9997730309538435	-1.0
0.0081	0.07781078476643671	0.07780984111671348	-0.9997619752132145	-1.0
0.0064	0.06199840384387732	0.06199781516572449	-0.9997518109684682	-1.0
0.0049	0.04782138251295321	0.04782104137341464	-0.9997426136383888	-1.0
0.0036	0.0353614907577592	0.0353613119179543	-0.9997345067932293	-1.0
0.0025	0.024691289917164363	0.024691208950819502	-0.9997273820111025	-1.0
0.0016	0.015873429316555887	0.015873400595987013	-0.9997220363679183	-1.0
0.0009	0.008960033897792603	0.008960028011758759	-0.9997154344158256	-1.0
0.0004	0.003992191217714587	0.00399219190124043	-0.9997210781640284	-1.0
0.0001	0.0009995448761352895	0.0009995455459225573	-0.999675501956387	-1.0
0.	-0.0	-0.0	-0.9999793356628085	-1.0
